agency,debtcode,zip,city,state,offset_count,offset_amt,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60402,STICKNEY,IL,42,8534.78,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60403,CREST HILL,IL,57,9730.41,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60403,JOLIET,IL,2,355.39,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60404,JOLIET,IL,2,610.74,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60404,SHOREWOOD,IL,31,6077.59,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60406,BLUE ISLAND,IL,195,30699.83,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60407,BRACEVILLE,IL,1,39,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60407,GODLEY,IL,1,92,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60408,BRAIDWOOD,IL,9,916.84,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60409,CALUMET,IL,1,100,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60409,CALUMET CITY,IL,528,101808.75,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60410,CHANNAHON,IL,12,2539,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60411,S CHICAGO HEIGHTS,IL,1,205,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60411,SAUK VILLAGE,IL,115,21130.77,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60411,SOUTH CHICAGO HEIG,IL,19,3332.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60411,CHICAGO,IL,1,60.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60411,CHICAGO HEIGHTS,IL,231,40033.43,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60411,FORD HEIGHTS,IL,23,5752.91,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60411,LYNWOOD,IL,131,19808.54,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60412,CHICAGO HEIGHTS,IL,4,382.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60415,CHICAGO RIDGE,IL,73,13968.82,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60416,DIAMOND,IL,4,690.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60416,COAL CITY,IL,5,664,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60417,CRETE,IL,81,14909.81,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60418,CRESTWOOD,IL,46,7914,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60419,DOLTON,IL,461,88818.91,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60419,CALUMET,IL,1,84.8,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60419,CHICAGO,IL,1,396,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60420,DWIGHT,IL,4,396.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60421,ELWOOD,IL,5,544,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60422,FLOSSMOOR,IL,71,15134.92,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60423,FRANKFORT,IL,63,9874.03,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60424,GARDNER,IL,4,592.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60425,GLENWOOD,IL,103,18797.22,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60426,MARKHAM,IL,6,1064.41,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60426,HARVEY,IL,303,56637.81,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60426,PHOENIX,IL,14,2254.19,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60426,DIXMOOR,IL,26,4949.46,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60428,MARKHAM,IL,210,41629.12,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60429,HAZELCREST,IL,9,3405.1,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60429,EAST HAZEL CREST,IL,12,2423.96,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60429,HAZEL CREST,IL,221,41041.92,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60430,HOMEWOOD,IL,104,21487.99,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60431,JOLIET,IL,74,11423.52,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60432,JOLIET,IL,64,10027.77,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60433,JOLIET,IL,58,8659.64,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60434,JOLIET,IL,3,298,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60435,JOLIET,IL,166,29364.05,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60436,ROCKDALE,IL,7,1297.24,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60436,JOLIET,IL,63,10483.95,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60438,CHICAGO,IL,1,5.29,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60438,THORNTON,IL,2,145.03,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60438,LANSING,IL,256,44028.45,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60439,LEMONT,IL,27,3596.02,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60440,BOILINGBROOK,IL,1,43,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60440,BOLINGBROOK,IL,280,46332.27,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60440,BOLLINGBROOK,IL,1,102.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60441,LOCKPORT,IL,50,7545.49,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60442,MANHATTAN,IL,18,1535.08,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60443,MATTESON,IL,253,44091.41,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60445,MIDLOTHIAN,IL,84,14535.74,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60446,LOCKPORT,IL,1,53.38,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60446,ROMEOVILLE,IL,187,34857.26,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60447,MINOOKA,IL,21,2230.92,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60448,MOKENA,IL,46,8406.07,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60449,MONEE,IL,37,4445.56,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60450,MORRIS,IL,17,2416.74,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60451,NEW LENOX,IL,44,5675.23,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60452,OAK FOREST,IL,100,17658.13,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60453,OAK LAWN,IL,300,47467.47,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60453,OAKLAWN,IL,1,193.2,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60454,OAK LAWN,IL,1,290,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60455,BRIDGEVIEW,IL,84,13512.29,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60456,HOMETOWN,IL,23,3691.63,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60457,HICKORY HILLS,IL,53,5643.52,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60458,OAK LAWN,IL,1,151,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60458,JUSTICE,IL,113,23367.53,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60459,BURBANK,IL,210,36394.67,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60460,ODELL,IL,2,193,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60461,OLYMPIA FIELDS,IL,50,9234.28,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60462,ORLAND PARK,IL,79,10763.26,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60463,PALOS HEIGHTS,IL,32,4011.07,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60464,PALOS PARK,IL,18,2393.7,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60465,PALOS HILLS,IL,53,8063.27,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60466,STEGER,IL,2,292.8,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60466,PARK FOREST,IL,240,49727.23,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60467,ORLAND PARK,IL,38,6639.39,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60468,PEOTONE,IL,4,1105.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60469,POSEN,IL,28,3096.75,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60470,RANSOM,IL,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60471,RICHTON PARK,IL,147,22366.15,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60472,ROBBINS,IL,65,12466.2,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60473,SOUTH HOLLAND,IL,297,64911.31,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60475,STEGER,IL,52,12235.42,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60476,THORNTON,IL,19,3100.06,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60477,TINLEY PARK,IL,111,16553.85,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60477,TINLEYPARK,IL,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60478,CNTRY CLB HLS,IL,1,1.72,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60478,COUNTRY CLUB HILLS,IL,242,48088.92,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60478,COUNNTRY CLUB HILL,IL,1,58,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60480,WILLOW SPRINGS,IL,13,1584.3,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60481,WILMINGTON,IL,6,1203.48,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60482,WORTH,IL,47,5563.3,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60484,UNIVERSITY PK,IL,1,21,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60484,PARK FOREST,IL,1,158.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60484,UNIVERSITY PARK,IL,68,12318.44,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60487,TINLEY PARK,IL,27,4080.7,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60487,ORLAND HILLS,IL,21,4794.3,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60489,ORLAND PARK,IL,1,326.81,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60490,BOLINGBROOK,IL,63,10536.74,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60491,HOMER GLEN,IL,33,5787.78,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60501,SUMMIT ARGO,IL,40,7171.13,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60501,SUMMIT,IL,45,8263.09,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60501,BEDFORD PARK,IL,2,136,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60502,AURORA,IL,38,5129.06,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60503,AURORA,IL,33,4325.07,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60504,AURORA,IL,96,16568.49,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60505,AURORA,IL,114,18826.26,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60506,AURORA,IL,139,21055.18,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60507,AURORA,IL,2,374.46,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60510,BATAVIA,IL,33,5251.22,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60513,BROOKFIELD,IL,77,11629.11,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60514,CLARENDON HILLS,IL,18,3002.87,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60515,DOWNERS GROVE,IL,37,5519.37,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60516,DOWNERS GROVE,IL,58,8156.38,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60517,WOODRIDGE,IL,105,17489.1,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60518,EARLVILLE,IL,4,301.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60520,HINCKLEY,IL,2,415.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60521,HINSDALE,IL,12,1157.68,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60523,OAK BROOK,IL,24,2259.76,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60525,LAGRANGE,IL,1,122,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60525,INDIAN HEAD PARK,IL,5,280,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60525,HODGKINS,IL,5,439.3,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60525,LA GRANGE HIGHLAND,IL,10,2036.86,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60525,LA GRANGE,IL,47,9562.6,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60525,COUNTRYSIDE,IL,32,4045.01,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60526,LA GRANGE PARK,IL,33,5486.84,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60526,LA GRANGE,IL,4,873.89,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60527,WILLOWBROOK,IL,78,13364.55,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60527,BURR RIDGE,IL,24,3033.46,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60530,LEE,IL,2,193,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60531,LELAND,IL,3,52,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60532,LISLE,IL,48,8805.73,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60534,LYONS,IL,69,10047.84,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60536,MILLBROOK,IL,1,437,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60538,MONTGOMERY,IL,70,9450.62,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60540,NAPERVILLE,IL,47,7796.01,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60541,NEWARK,IL,2,547.44,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60542,NORTH AURORA,IL,27,4912.02,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60543,OSWEGO,IL,68,10580.04,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60544,PLAINFIELD,IL,62,8530.39,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60545,PLANO,IL,15,2638.7,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60546,NORTH RIVERSIDE,IL,18,3688.26,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60546,RIVERSIDE,IL,35,5108.73,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60548,SANDWICH,IL,5,1005.2,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60550,SHABBONA,IL,2,495,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60551,SHERIDAN,IL,3,155.17,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60552,SOMONAUK,IL,3,224.79,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60554,SUGAR GROVE,IL,13,1171.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60555,WARRENVILLE,IL,39,5740.16,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60556,WATERMAN,IL,2,406.8,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60558,WESTERN SPRINGS,IL,21,3374.31,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60559,WESTMONT,IL,73,10687.75,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60560,YORKVILLE,IL,46,8080.47,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60561,DARIEN,IL,37,5820.46,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60563,NAPERVILLE,IL,90,16065.35,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60564,NAPERVILLE,IL,60,10297.95,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60565,NAPERVILLE,IL,51,10215.01,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60565,WOODRIDGE,IL,9,832.16,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60567,NAPERVILLE,IL,2,349.54,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60585,PLAINFIELD,IL,34,6039.99,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60586,PLAINFIELD,IL,139,27720.45,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60586,PLAINFIED,IL,1,14.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60598,AURORA,IL,2,255.78,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60601,CHICAGO,IL,25,4754.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60602,CHICAGO,IL,4,717.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60603,CHICAGO,IL,5,602.17,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60604,CHICAGO,IL,26,11985.49,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60605,CHICAGO,IL,76,9830.72,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60606,CHICAGO,IL,9,1587.65,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60607,CHICAGO,IL,120,21660.61,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60608,CICERO,IL,1,62.1,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60608,CHICAGO,IL,696,140839.79,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60609,CHICAGO,IL,887,199022.87,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60610,CHICAGO,IL,215,53581.27,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60611,CHICAGO,IL,63,10331.01,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60612,CHICAGO,IL,682,164524.64,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60613,CHICAGO,IL,237,43971.61,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60614,CHICAGO,IL,179,27418.79,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60615,CHICAGO,IL,583,131210.26,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60616,CHICAGO,IL,402,81282.23,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60617,CHICAGO,IL,1364,317481.66,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60618,WOODDALE,IL,1,93,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60618,CHICAGO,IL,563,103209.47,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60619,CHICAGO,IL,1425,327145.2,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60620,CHICAGO,IL,1661,359702.13,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60621,CHICAGO,IL,808,201501.64,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60622,CHICAGO,IL,338,59692.29,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60623,CHICAGO,IL,1544,403089.65,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60624,CHICAGO,IL,1182,286922.2,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60625,CHICAGO,IL,456,78633.74,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60626,CHICAGO,IL,347,61889.46,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60628,CHICAGO,IL,1622,398468.63,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60629,CHICAGO,IL,1648,362498.96,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60630,CHICAGO,IL,339,58011.57,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60631,CHICAGO,IL,119,20133.14,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60632,CHICAGO,IL,904,189264.46,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60633,CHICAGO,IL,130,24403.52,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60633,BURNHAM,IL,59,10198.89,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60633,BURHAM,IL,1,62.83,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60634,CHICAGO IL,IL,1,293,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60634,CHICAGO,IL,510,105727.26,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60636,CHICAGO,IL,1003,242446.1,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60636,RICHTON,IL,1,350,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60637,CHICAGO,IL,937,242554.35,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60638,BEDFORD PARK,IL,2,372.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60638,STICKNEY,IL,1,244,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60638,CHICAGO,IL,462,97716.26,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60639,CHICAGO,IL,1191,261009.95,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60639,FRANKLIN,IL,1,366,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60640,ILLINOIS,IL,1,93,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60640,CHICAGO,IL,324,56771.47,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60641,CHICAGO,IL,661,131104.23,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60642,CHICAGO,IL,112,19093.73,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60643,CALUMET PARK,IL,7,1359.8,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60643,CHICAGO,IL,867,195616.97,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60644,CHICAGO,IL,1369,330725.45,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60644,CHGO,IL,2,891.02,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60644,MAYWOOD,IL,1,122,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60645,CHICAGO,IL,287,55442.08,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60646,CHICAGO,IL,83,16088.65,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60647,CHICAGO,IL,716,129173.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60649,CHICAGO,IL,1087,232654.73,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60651,MAYWOOD,IL,2,497,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60651,CHICAGO,IL,1439,334046.23,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60652,SUMMIT,IL,2,795.39,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60652,CHICAGO,IL,571,120187.62,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60653,CHICAGO,IL,660,149471.8,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60654,CHICAGO,IL,51,8105.88,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60655,CHICAGO,IL,117,22592.13,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60656,HARWOOD HEIGHTS,IL,1,71,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60656,CHICAGO,IL,106,17023.21,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60657,CHICAGO,IL,157,23090.88,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60659,CHICAGO,IL,241,46645.65,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60660,CHICAGO,IL,198,29054.73,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60661,CHICAGO,IL,30,4325.58,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60664,CHICAGO,IL,2,109.03,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60666,CHICAGO,IL,1,2,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60673,CHICAGO,IL,2,268.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60680,CHICAGO,IL,16,2239.78,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60681,CHICAGO,IL,1,72,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60690,CHICAGO,IL,3,518.5,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60694,CHICAGO,IL,1,183,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60706,NORRIDGE,IL,52,9172.57,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60706,HARWOOD HEIGHTS,IL,29,4702.73,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60707,ELMWOOD PARK,IL,176,29511.53,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60707,CHICAGO,IL,237,41165.87,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60712,LINCOLNWOOD,IL,36,4381.56,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60714,NILES,IL,73,13455.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60741,CHICAGO,IL,1,77,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60803,MERRIONETTE PARK,IL,15,2809.02,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60803,CHICAGO,IL,2,219.11,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60803,ALSIP,IL,139,27651.21,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60804,CHICAGO,IL,5,655.8,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60804,CICERO,IL,841,151256.97,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60805,EVERGREEN PK,IL,2,18.88,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60805,CHICAGO,IL,1,361.1,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60805,EVERGREEN PARK,IL,173,26840.64,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60827,CALUMET,IL,1,146.4,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60827,RIVERDALE,IL,337,68319.35,,,,,,,,,,,,,,,,,,,,
70110,AA - PARKING,60827,CHICAGO,IL,326,85708.33,,,,,,,,,,,,,,,,,,,,
